rng,-14,-11,-8,-5,-2,1,3,6,8,11,12,15,16,19,22,24,25,26,27
0x5ea5f151,322,322,322,322,322,322,322,322,322,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,123,
0x11d49db6,522,522,522,522,522,522,522,522,522,522,123,123,123,123,123,123,123,123,123,
0x9058cab7,456,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,
0xc41c4224,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,111,111,111,111,
0x6807518d,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,
0x6604df42,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,
0x5b255b53,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,
0xe5ed5c90,365,365,365,365,365,365,365,365,365,365,365,365,365,OUT,OUT,OUT,OUT,OUT,OUT,
0x5fa47989,156,156,156,156,156,156,OUT,OUT,OUT,OUT,OUT,OUT,OUT,123,123,123,123,123,123,
0x9f05ad8e,654,654,654,654,654,654,123,123,123,123,123,123,123,123,123,123,123,123,123,
0xba2059af,456,456,456,456,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,
0xe773b1bc,222,222,222,222,222,222,222,111,111,111,111,111,111,111,111,111,111,111,111,
0xffd22545,555,555,555,555,661,661,661,661,661,661,123,123,123,123,123,123,123,123,123,
0x4c33149a,456,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,
0xb22e1cb,525,525,525,525,525,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,111,111,111,111,
0x8ca82da8,166,166,166,166,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x1974d0c1,456,456,456,456,456,456,222,222,222,222,222,222,222,222,222,222,222,222,222,
0xe49de066,323,323,323,323,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0xe67bcfa7,555,555,555,555,555,555,555,624,624,624,624,624,624,624,624,123,123,123,123,
0xde267c54,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,OUT,OUT,OUT,OUT,
0xcd3cb7fd,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,123,123,123,
0x6d979cf2,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,OUT,OUT,OUT,OUT,
0xb08bbf43,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,123,123,123,
0xb09909c0,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,
0x1ca1d6f9,422,422,422,422,422,422,422,422,422,422,422,422,422,422,OUT,OUT,OUT,OUT,OUT,
0xfdfe963e,135,135,135,135,135,135,135,135,135,135,135,135,135,135,123,123,123,123,123,
0xa9210c9f,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,
0x36e501ec,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,
0x8e9fe9b5,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,
0x2a49d84a,262,262,262,262,262,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x9493d3bb,162,162,162,162,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x8b1650d8,456,456,456,456,456,456,456,542,542,542,542,542,542,542,542,542,542,542,542,
0x64326c31,646,646,646,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x25552f16,222,222,222,222,222,222,222,222,566,566,566,566,566,566,566,566,566,566,566,
0xdaa1f097,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,
0xda0ba284,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,
0x98909a6d,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,
0x21ed26a2,432,432,432,432,432,432,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xb70aff33,664,664,664,664,664,664,664,123,123,123,123,123,123,123,123,123,123,123,123,
0x9de262f0,456,456,456,456,211,211,211,211,211,211,211,211,211,211,OUT,OUT,OUT,OUT,OUT,
0xa9297069,264,264,264,264,264,264,264,264,111,111,111,111,111,111,111,111,111,111,111,
0x411b0aee,444,444,444,642,642,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xd7ec5b8f,265,265,265,265,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x1322be1c,456,456,456,456,456,456,456,142,142,142,142,142,142,142,142,142,142,142,142,
0xe15faa25,231,231,231,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x1930e7fa,666,666,666,666,666,666,666,666,432,432,432,432,432,432,432,432,432,432,432,
0x85dd21ab,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,
0xd4aba008,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,
0xa605c3a1,322,322,322,322,322,322,322,322,322,322,322,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xa19589c6,162,162,162,162,162,162,162,162,162,162,162,162,123,123,123,123,123,123,123,
0x31ca2d87,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,
0x4a5eb4b4,215,215,215,215,215,215,215,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xfc99f8dd,654,654,654,654,654,654,654,123,123,123,123,123,123,123,123,123,123,123,123,
0xf507c52,456,456,456,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,
0x4921b23,625,625,625,625,625,625,625,625,625,625,111,111,111,111,111,111,111,111,111,
0x568c6820,222,222,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,
0x4a4245d9,545,545,545,545,545,545,545,545,545,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xee560b9e,542,542,542,542,542,542,542,542,542,123,123,123,123,123,123,123,123,123,123,
0xcc61467f,456,456,653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,OUT,OUT,
0x6e1fe64c,222,222,222,222,222,222,222,222,222,222,222,222,OUT,OUT,111,111,111,111,111,
0x6886695,246,246,246,246,246,246,246,246,246,246,246,246,246,123,123,123,123,123,123,
0x839343aa,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,
0x63cdcb9b,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,
0x78b1b38,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,
0xddd5d711,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,
0x43b9f076,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,
0x6eb38677,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,
0xc72b2e4,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,
0x7fafd34d,221,221,221,221,221,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xeacc9e02,461,461,461,461,461,461,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x8d01313,456,456,456,456,456,631,631,OUT,OUT,OUT,OUT,OUT,OUT,OUT,123,123,123,123,123,
0xba1a1950,115,115,115,115,115,115,115,111,111,111,111,111,111,111,111,111,111,111,111,
0x14b35749,222,222,222,222,222,253,253,253,253,253,253,253,253,OUT,123,123,123,123,123,
0x806a984e,662,662,662,662,662,662,662,662,662,662,662,111,111,111,111,111,111,111,111,
0xc21ecd6f,666,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,
0x1c8f7a7c,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,
0x18511f05,311,311,311,311,311,311,311,311,311,311,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x54dbeb5a,315,315,315,315,315,315,315,315,315,315,315,123,123,123,123,123,123,123,123,
0x4f4d18b,456,511,511,511,511,511,511,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x1097c268,565,565,565,565,565,565,565,123,123,123,123,123,123,123,123,123,123,111,111,
0x1249a681,456,456,456,322,322,322,322,322,322,322,322,322,322,322,123,123,123,123,123,
0xc2dd6326,531,531,531,531,531,531,531,531,531,531,111,111,111,111,111,111,111,111,111,
0xc1dcfb67,555,555,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,
0x785a9d14,141,141,141,141,141,141,141,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x6be929bd,113,113,113,113,113,113,113,113,123,123,123,123,123,123,123,123,123,123,123,
0x422c8bb2,456,456,456,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,
0xfd33e703,626,626,626,626,626,626,OUT,OUT,OUT,OUT,OUT,111,111,111,111,111,111,111,111,
0xece7680,444,334,334,334,334,334,334,123,123,123,123,123,123,123,123,123,123,123,123,
0x5d03a4b9,456,456,456,456,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,
0x16d3b0fe,255,255,255,255,255,255,255,255,111,111,111,111,111,111,111,111,111,111,111,
0x9a83f05f,666,666,666,411,411,411,411,411,OUT,OUT,OUT,123,123,123,123,123,123,123,123,
0x5e47aac,456,413,413,413,413,413,413,413,123,123,123,123,123,123,123,123,123,123,123,
0xacb0d375,456,456,456,156,156,156,156,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,111,111,
0xa935df0a,334,334,334,334,334,334,334,123,123,123,123,123,111,111,111,111,111,111,111,
0x81a1337b,444,456,456,324,324,324,324,123,123,123,123,123,123,123,123,123,123,123,123,
0x5b749598,456,456,456,456,253,253,253,253,253,253,111,111,111,111,111,111,111,111,111,
0xc1c831f1,555,555,155,155,155,155,155,155,155,111,111,111,111,111,111,111,111,111,111,
0x52dae1d6,333,333,333,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,
0xf9858c57,112,112,112,112,112,112,112,112,112,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x90e97344,115,115,115,115,115,OUT,OUT,OUT,OUT,OUT,123,123,123,123,123,123,123,123,123,
0x3f1cfc2d,456,624,624,624,624,624,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x2bfb4562,456,456,456,456,456,364,364,364,364,364,364,364,364,364,364,111,111,111,111,
0xd4ec96f3,355,355,355,355,355,355,355,111,111,111,111,111,111,111,111,111,111,111,111,
0x31ac7fb0,555,555,555,555,555,122,122,122,122,122,122,122,122,122,122,122,122,122,122,
0x277a2e29,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,
0x25cc55ae,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,
0xccafaf4f,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,
0x5451e6dc,214,214,214,214,214,214,214,214,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x455e83e5,155,155,155,155,155,155,155,155,123,123,123,123,123,123,123,123,123,123,123,
0x7d8c1eba,456,456,456,553,553,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x23e1f16b,365,365,365,365,123,123,123,123,123,123,123,123,111,111,111,111,111,111,111,
0x28494c8,222,456,456,456,456,456,456,124,124,124,124,124,124,124,124,124,124,124,124,
0x52787961,213,213,213,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x544d6c86,555,555,555,555,555,555,555,555,555,342,342,342,342,342,342,342,342,342,342,
0x71ac3947,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,
0x33b23574,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,
0x1ae24a9d,341,341,341,341,341,341,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xf783cb12,532,532,532,532,532,532,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x2ce922e3,456,456,456,456,151,151,151,151,151,151,151,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xc67734e0,655,655,655,655,655,655,655,111,111,111,111,111,111,111,111,111,111,111,111,
0x981df399,333,333,333,333,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,
0x264f865e,314,314,314,314,314,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x55810a3f,132,132,132,132,132,132,123,123,123,123,123,123,123,123,123,123,123,123,123,
0xa4cabf0c,456,456,456,456,456,465,465,465,465,465,465,465,465,465,465,465,465,465,465,
0xbfd13055,466,466,466,466,466,466,466,111,111,111,111,111,111,111,111,111,111,111,111,
0x5f89aa6a,333,333,333,333,333,432,432,432,432,432,432,432,432,432,432,432,432,432,432,
0x57860b5b,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,
0xfeeabff8,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,
0x82417cd1,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,
0x4900336,412,412,412,412,412,412,412,412,412,412,412,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x4100237,233,233,233,233,233,233,233,233,233,233,233,233,123,123,123,123,123,123,123,
0x4907e3a4,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,
0x3490150d,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,
0xdcd11cc2,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,
0x3bd88ad3,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,
0x67b19610,332,332,332,332,332,332,332,332,332,332,332,332,332,332,OUT,OUT,OUT,OUT,OUT,
0x62b5f509,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,123,123,123,123,
0x4618430e,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,
0xa797012f,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,
0x3702033c,534,534,534,534,534,534,534,534,534,534,534,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xc53fd8c5,532,532,532,532,532,532,532,OUT,OUT,OUT,OUT,123,123,123,123,123,123,123,123,
0x1d99821a,456,133,133,133,133,133,133,123,123,123,123,123,123,123,123,123,123,123,123,
0x9a1c814b,456,456,456,456,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,
0x588a1728,642,642,642,642,642,642,642,642,642,111,111,111,111,111,111,111,111,111,111,
0xd6ca3c41,555,555,555,546,546,546,546,546,546,546,546,546,546,546,123,123,123,123,123,
0x2dbda5e6,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,
0xf82fe727,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,
0xf3fd7dd4,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,
0x453d5b7d,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,
0xacae3a72,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,
0xc229cec3,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,OUT,OUT,OUT,
0xd69ea340,322,322,322,322,322,322,322,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,123,123,
0x3ac93279,224,224,224,224,224,224,224,123,123,123,123,123,123,123,123,123,123,123,123,
0x17a18bbe,456,456,456,456,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,
0x9b50941f,426,426,426,426,426,426,426,426,426,111,111,111,111,111,111,111,111,111,111,
0x1d6ab36c,333,333,333,321,321,321,321,321,321,321,321,321,321,123,123,123,123,123,123,
0x3aa17d35,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,
0x76e6a5ca,245,245,245,245,245,245,245,245,245,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x6af4533b,626,626,626,626,626,626,626,626,626,123,123,123,123,123,123,123,123,123,123,
0x56059a58,456,456,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,
0xd79b7b1,336,336,336,336,336,336,336,336,336,336,336,336,336,336,111,111,111,111,111,
0xd6b15496,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,
0xf34ae817,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,
0xc2660404,261,261,261,261,261,261,261,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xf9c11ded,463,463,463,463,463,463,463,123,123,123,123,123,123,123,123,123,123,123,123,
0x80a62422,456,456,456,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,
0xfa0beeb3,163,163,163,163,163,163,163,163,163,163,111,111,111,111,111,111,111,111,111,
0x2b415c70,222,222,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,
0x439eabe9,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,
0x4226606e,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,OUT,
0x5eccc30f,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,
0x6d37cf9c,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,
0xb0ad1da5,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,
0xcb5c157a,442,442,442,442,442,442,442,442,442,442,442,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x3b1c812b,444,444,444,444,444,444,444,444,444,444,444,444,123,123,123,123,123,123,123,
0xacc04988,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,
0x8b76ef21,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,
0xf3060f46,661,661,661,661,661,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xe8600507,124,124,124,124,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0xdcd47634,456,456,456,456,456,456,456,635,635,635,123,123,123,123,123,123,123,123,123,
0x62b25c5d,456,352,352,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x6b03d9d2,666,666,666,666,666,666,666,666,123,123,123,123,123,123,123,111,111,111,111,
0x876deaa3,456,456,456,456,456,165,165,165,165,165,165,165,165,165,165,165,165,165,165,
0x45cc1a0,425,425,425,425,425,425,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x803d6159,333,333,333,333,333,442,442,442,442,442,442,442,442,442,442,442,442,442,442,
0x31a1c11e,521,521,521,521,521,521,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x65ea8dff,514,514,514,514,514,514,514,123,123,123,123,123,123,123,123,123,123,123,123,
0x6e5c57cc,456,456,456,456,456,456,456,123,123,123,123,123,123,123,123,123,123,123,123,
0xd3d9ba15,456,456,456,456,456,456,456,456,111,111,111,111,111,111,111,111,111,111,111,
0xcba4d12a,555,555,555,146,146,146,146,146,146,111,111,111,111,111,111,111,111,111,111,
0x5d640b1b,555,555,555,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,
0xb0dd24b8,632,632,632,632,632,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xcda8e291,564,564,564,564,564,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x1316d5f6,456,456,456,456,456,614,614,614,614,614,614,614,614,OUT,OUT,OUT,OUT,OUT,OUT,
0x82e3df7,426,426,426,426,426,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x369bd464,666,666,666,666,666,666,432,432,432,432,432,432,432,432,432,432,432,432,432,
0x646816cd,416,416,416,416,416,416,416,416,416,416,416,416,416,416,OUT,OUT,OUT,OUT,OUT,
0x26d25b82,634,634,634,634,634,634,634,634,OUT,OUT,OUT,OUT,OUT,OUT,123,123,123,123,123,
0x67fec293,116,116,116,116,116,116,116,116,123,123,123,123,123,123,123,123,123,123,123,
0xb773d2d0,456,456,456,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,
0x436c52c9,142,142,142,142,142,142,142,142,142,142,142,142,111,111,111,111,111,111,111,
0xc6ceadce,666,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,
0x5a48f4ef,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,
0xcb8b4bfc,243,243,243,243,243,243,243,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xdc5e5285,312,312,312,312,312,312,312,123,123,123,123,123,123,123,123,123,123,123,123,
0x292bd8da,456,456,456,654,654,654,654,654,654,654,654,123,123,123,123,123,123,123,123,
0xf659f10b,456,224,224,224,224,224,224,224,224,224,111,111,111,111,111,111,111,111,111,
0x853f2be8,222,222,646,646,646,646,646,646,646,646,646,646,646,123,123,123,123,123,123,
0xd8b69201,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,
0x13fea8a6,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,
0xb13492e7,621,621,621,621,621,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xbdcf1e94,462,462,462,462,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x26f94d3d,456,456,456,456,456,456,456,151,151,123,123,123,123,123,123,123,123,123,123,
0xc7dca932,456,456,121,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0xe32d7683,666,666,666,666,666,666,666,666,625,625,625,625,625,625,111,111,111,111,111,
0x80c99000,256,256,256,256,256,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x9fb28039,521,521,521,521,521,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x728267e,456,456,456,456,456,215,215,215,215,215,215,215,215,215,OUT,OUT,OUT,OUT,OUT,
0xb46f7df,335,335,335,335,335,335,111,111,111,111,111,111,111,111,111,111,111,111,111,
0xc237ac2c,222,222,222,222,222,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xfe31e6f5,655,655,655,655,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x461c2c8a,456,456,456,456,456,456,423,423,423,423,423,423,423,423,423,423,423,423,423,
0xec4d32fb,451,451,451,451,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x4b895f18,333,333,333,333,333,333,333,644,644,644,644,644,644,644,644,644,644,644,644,
0xa906fd71,326,326,326,326,326,326,326,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xcf988756,234,234,234,234,234,234,234,123,123,123,123,123,123,123,123,123,123,123,123,
0x5fb203d7,456,456,456,456,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,
0x8b4154c4,464,464,464,464,464,464,464,464,464,111,111,111,111,111,111,111,111,111,111,
0x863cffad,333,333,333,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,
0x6aadc2e2,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,
0x7a290673,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,
0xb360f930,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,
0xd756e9a9,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,
0xcce92b2e,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,
0x5e0396cf,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,
0x5294785c,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,
0xd90b7765,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,
0xe560cc3a,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,
0xd74cd0eb,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,
0x541ebe48,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,
0xa2c124e1,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,
0xcc7f7206,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,
0x9da590c7,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,
0x128576f4,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,
0x81ca2e1d,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,
0xe490a892,664,664,664,664,664,664,664,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xd7e07263,154,154,154,154,154,154,154,123,123,123,123,123,123,123,123,123,123,123,123,
0xe8fd0e60,456,456,456,456,555,555,555,555,555,555,555,555,555,OUT,OUT,OUT,OUT,OUT,OUT,
0xcc608f19,556,556,556,556,556,OUT,OUT,OUT,OUT,111,111,111,111,111,111,111,111,111,111,
0x770cbbde,666,666,666,342,342,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x3d5dd1bf,456,456,456,456,456,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x6f94b08c,241,241,241,241,123,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0xe86203d5,555,555,555,555,555,555,441,441,441,441,441,441,441,441,441,441,441,441,441,
0xdaa4b7ea,214,214,214,214,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0xf127cadb,444,444,444,444,444,444,444,542,542,542,542,542,542,542,542,542,542,542,542,
0x4e224978,222,222,222,222,222,222,222,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x1cc0851,411,411,411,411,411,411,411,411,123,123,123,123,123,123,123,123,123,123,123,
0xee0e68b6,456,456,456,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,
0xf2ce39b7,333,333,333,333,333,333,333,333,333,333,333,111,111,111,111,111,111,111,111,
0x51ee8524,222,644,644,644,644,644,644,644,644,644,644,644,644,OUT,OUT,OUT,OUT,OUT,OUT,
0xacf7d88d,224,224,224,224,224,224,224,224,224,224,224,224,224,123,123,123,123,123,123,
0x73905a42,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,
0xc102ba53,124,124,124,124,124,124,124,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x3220cf90,542,542,542,542,542,542,542,542,123,123,123,123,123,123,123,123,123,123,123,
0x70967089,456,456,456,566,566,566,566,566,566,566,566,566,566,566,566,566,OUT,OUT,OUT,
0x994dd88e,551,551,551,551,551,551,551,551,551,551,551,111,111,111,111,111,111,111,111,
0x89f4a8af,222,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,
0x2eeb54bc,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,
0xf36c8c45,331,331,331,331,331,331,331,331,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xba52ef9a,216,216,216,216,216,216,216,216,123,123,123,123,123,123,123,123,123,123,123,
