rng,-14,-11,-8,-5,-2,1,3,6,8,11,12,15,16,19,22,24,25,26,27
0x7c9a17b3,333,333,333,333,333,333,333,421,421,421,421,421,421,421,421,421,421,421,421,
0xc846d170,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,
0x46977ce9,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,
0xfbc55d6e,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,
0x86947c0f,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,
0x4d9f949c,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,
0x38e1fea5,612,612,612,612,612,612,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xec6de27a,123,123,123,123,123,OUT,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x4a26ca2b,456,456,456,456,362,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0xac5f5e88,456,456,456,456,456,OUT,OUT,111,111,111,111,111,111,111,111,111,111,111,111,
0x1898e021,666,666,666,666,123,123,111,111,111,111,111,111,111,111,111,111,111,111,111,
0xc7e7ac46,222,222,222,222,222,456,655,655,655,655,655,655,655,655,655,655,655,655,655,
0xb845de07,552,552,552,552,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x3fcfdb34,666,666,666,666,666,666,666,123,123,123,123,123,123,123,123,123,123,123,123,
0x3e825d5d,456,456,456,456,456,615,615,615,615,615,615,615,615,615,615,615,615,615,615,
0x28e246d2,265,265,265,265,265,265,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x725853a3,555,555,555,555,555,325,325,325,325,325,325,325,325,325,325,325,325,325,325,
0xac2976a0,442,442,442,442,442,442,442,442,442,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x4f8c7259,421,421,421,421,421,OUT,OUT,OUT,OUT,OUT,123,123,123,123,123,123,123,123,123,
0xb379fe1e,456,614,614,614,614,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0xbf9286ff,456,456,456,456,456,456,535,535,535,535,535,535,535,535,535,111,111,111,111,
0x5ebf5ccc,645,645,645,645,645,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x3788db15,444,444,444,444,444,444,444,425,425,425,425,425,425,425,425,425,425,425,425,
0x1f43de2a,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,
0x7c12941b,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,
0xe4eb79b8,145,145,145,145,145,145,145,145,145,145,145,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x13a91391,351,351,351,351,351,351,351,351,351,351,351,123,123,123,123,123,123,123,123,
0xd619b2f6,456,236,236,236,236,236,236,236,236,236,236,236,236,123,123,123,123,123,123,
0xddbc56f7,666,666,666,666,666,666,666,666,666,666,666,666,666,666,666,666,666,OUT,OUT,
0xc5ba7964,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,123,
0x48ba57cd,641,641,641,641,641,641,641,641,641,641,641,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xb3a60882,513,513,513,513,513,513,513,513,513,513,513,513,123,123,123,123,123,123,123,
0xaad56b93,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,
0x4a57c7d0,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,
0xc121a3c9,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,
0x31b02ace,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,
0x3e612def,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,
0x613990fc,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,
0xe97b385,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,
0xd2825da,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,
0x763cba0b,161,161,161,161,161,161,161,161,161,161,161,161,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x880cc0e8,252,252,252,252,252,252,252,252,252,252,252,252,252,123,123,123,123,123,123,
0xeba50301,652,652,652,652,652,652,652,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x2ff2c5a6,254,254,254,254,254,254,254,123,123,123,123,123,123,123,123,123,123,123,123,
0x66faebe7,456,456,456,456,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,
0x68610394,611,611,611,611,611,611,611,611,611,111,111,111,111,111,111,111,111,111,111,
0x58ddce3d,666,666,666,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,
0x6b759632,665,665,665,665,665,665,665,665,665,665,665,665,665,665,OUT,OUT,OUT,OUT,OUT,
0x71805f83,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,123,123,123,123,
0x9314c500,131,131,131,131,131,131,131,131,131,131,131,131,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x51de1139,212,212,212,212,212,212,212,212,212,212,212,212,212,123,123,123,123,123,123,
0x4fe2e37e,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,
0x165f70df,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,
0x8681312c,633,633,633,633,633,633,633,633,633,633,633,633,633,633,OUT,OUT,OUT,OUT,OUT,
0xd60587f5,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,123,123,123,123,
0x2c45b98a,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,
0xa2f43bfb,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,
0xeb663418,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,
0xc0f3ae71,212,212,212,212,212,212,212,212,212,212,212,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x34de456,412,412,412,412,412,412,412,412,412,412,412,123,123,123,123,123,123,123,123,
0x94409cd7,124,124,124,124,124,124,124,124,124,124,124,124,124,124,OUT,OUT,OUT,OUT,OUT,
0xb49679c4,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,123,123,123,123,
0xaec3c0ad,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,
0xdbefe2,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,
0x4b882f73,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,
0x8d636e30,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,
0xe808baa9,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,
0xbc4d282e,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,
0x70ac4fcf,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,
0xc2c93d5c,223,223,223,223,223,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x11895865,113,113,113,113,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x5387993a,456,456,456,456,456,456,456,522,522,522,522,522,522,522,522,522,522,522,522,
0x1e4819eb,461,461,461,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x935ad348,222,222,222,222,222,222,222,222,222,411,411,411,411,411,411,411,411,411,411,
0x1bbc15e1,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,
0x2ac60f06,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,
0xb38c69c7,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,
0x91eddbf4,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,
0xae032f1d,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,OUT,OUT,OUT,OUT,
0xdd241592,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,123,123,123,
0xe7dbdb63,126,126,126,126,126,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x8706c360,422,422,422,422,422,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x9a8a019,456,456,456,456,456,563,563,563,563,563,563,563,563,563,563,563,563,563,563,
0xa9e9f8de,253,253,253,253,253,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x7c26cabf,222,222,222,222,222,222,113,113,113,113,113,113,113,113,113,113,113,113,113,
0xfd04b58c,626,626,626,626,626,626,626,626,626,626,626,626,626,626,OUT,OUT,OUT,OUT,OUT,
0x209a24d5,413,413,413,413,413,413,413,413,413,413,413,413,413,413,123,123,123,123,123,
0x6a98c4ea,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,
0xa60753db,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,
0x630d9e78,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,
0x5be53951,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,
0xddb645b6,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,
0x109d52b7,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,
0x72ba2a24,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,
0x4df3198d,234,234,234,234,234,234,234,234,234,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xd2590742,324,324,324,324,324,324,324,324,324,324,123,123,123,123,123,123,123,123,123,
0xf2a6353,456,245,245,245,245,OUT,OUT,OUT,OUT,OUT,OUT,123,123,123,123,123,123,123,123,
0x4481c490,456,131,131,131,123,123,123,123,123,123,123,123,123,123,123,111,111,111,111,
0x4c84c189,456,456,456,456,456,456,224,224,224,224,224,224,224,224,224,OUT,OUT,111,111,
0x8074558e,314,314,314,314,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x5d6de1af,222,222,222,222,222,222,222,211,211,211,211,211,211,211,211,211,211,211,211,
0x3ee699bc,111,111,111,111,111,111,111,111,111,111,111,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xae6eed45,436,436,436,436,436,436,436,436,436,436,436,123,123,123,123,123,123,123,123,
0x19e43c9a,456,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,
0x89c0e9cb,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,
0xcc6195a8,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,
0x291618c1,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,
0x60398866,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,
0xe4f257a7,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,
0x840e6454,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,
0x89aa7ffd,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,
0xcb45c4f2,362,362,362,362,362,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x93e2c743,315,315,315,315,315,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x311771c0,456,456,456,456,456,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,123,123,123,123,123,
0xc6241ef9,124,124,124,124,123,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x8c673e3e,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,
0x1ee0949f,141,141,141,141,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0xe4e1e9ec,555,555,555,555,555,555,555,165,165,165,165,165,165,165,165,165,165,165,165,
0x21feb1b5,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,
0x7a95004a,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,
0x9ac3dbbb,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,
0xfff9b8d8,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,
0xe2b5b431,111,111,111,111,111,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xb32ad716,246,246,246,246,246,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x47ca7897,456,456,456,456,456,352,352,352,352,352,352,352,352,352,352,352,352,352,352,
0xddbd8a84,324,324,324,324,324,324,111,111,111,111,111,111,111,111,111,111,111,111,111,
0xd000626d,444,444,444,444,444,111,111,111,111,111,111,111,111,111,111,OUT,OUT,OUT,OUT,
0x7b754ea2,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,123,123,123,
0x42340733,445,445,445,445,445,445,445,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x8ecacaf0,625,625,625,625,625,625,625,123,123,123,123,123,123,123,123,123,123,123,123,
0x7bcdb869,456,456,456,456,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,
0xaefdb2ee,526,526,526,526,526,526,526,526,526,111,111,111,111,111,111,111,111,111,111,
0xa09de38f,444,444,444,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,
0xce29a61c,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0xe007225,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,
0xc6960ffa,425,425,425,425,425,425,425,425,425,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x1c1f29ab,441,441,441,441,441,441,441,441,441,441,123,123,123,123,123,123,123,123,123,
0x1d390808,456,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,
0xfeb0ba1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,111,111,111,111,
0x442531c6,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,
0x1e24b587,542,542,542,542,542,542,542,542,542,542,542,542,542,OUT,OUT,OUT,OUT,OUT,OUT,
0xb25a9cb4,221,221,221,221,221,221,221,221,221,221,221,221,221,123,123,123,123,123,123,
0x738bc0dd,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,123,123,123,123,
0xf32a452,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,
0xd00d2323,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0xa65ed020,515,515,515,515,515,515,515,515,515,515,515,515,515,515,OUT,OUT,OUT,OUT,OUT,
0xd2888dd9,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,123,123,123,123,
0xe32b39e,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,
0x8884ce7f,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,
0x8cb0ce4c,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,
0xa0eb2e95,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,
0x8926baa,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,
0xb2a1d39b,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,
0x62428338,211,211,211,211,211,211,211,211,211,211,211,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xcf9d1f11,153,153,153,153,153,153,153,153,153,153,153,123,123,123,123,123,123,123,123,
0x9d839876,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,
0xac00e77,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,
0x7f389ae4,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,
0x1aa39b4d,432,432,432,432,432,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xdb88c602,331,331,331,331,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0xcd1d1b13,456,456,456,456,456,456,456,416,416,416,416,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xf7568150,414,414,414,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0xff1b9f49,444,444,444,444,444,444,444,444,652,652,652,652,652,652,652,652,652,652,652,
0xc4c1404e,455,455,455,455,455,455,455,455,455,455,455,455,455,OUT,OUT,OUT,OUT,OUT,OUT,
0x3234556f,333,333,333,333,333,333,333,333,333,333,333,333,333,123,123,123,123,123,123,
0x952a627c,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,
0x14f5e705,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,OUT,OUT,OUT,OUT,
0xcbf5135a,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,123,123,123,
0x54dad98b,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,
0x5bf92a68,332,332,332,332,332,332,332,332,332,332,332,332,332,332,OUT,OUT,OUT,OUT,OUT,
0x4872ee81,156,156,156,156,156,156,156,156,156,156,156,156,156,156,123,123,123,123,123,
0x16610b26,225,225,225,225,225,225,225,225,225,225,225,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x5e1b8367,166,166,166,166,166,166,166,166,OUT,OUT,OUT,123,123,123,123,123,123,123,123,
0x3c6a8514,456,111,111,111,111,111,111,111,123,123,123,123,123,123,123,123,123,123,123,
0x2f5ef1bd,456,456,456,142,142,142,142,142,142,142,142,142,142,123,123,123,123,123,123,
0xe42b3b2,521,521,521,521,521,521,521,521,521,521,521,521,111,111,111,111,111,111,111,
0x92d2ef03,666,245,245,245,245,245,245,245,245,245,245,245,245,245,OUT,OUT,OUT,OUT,OUT,
0x67f4de80,314,314,314,314,314,314,314,314,314,OUT,OUT,OUT,OUT,OUT,123,123,123,123,123,
0x760decb9,525,525,525,525,525,525,525,525,525,123,123,123,123,123,123,123,123,123,123,
0x922458fe,456,456,451,451,451,451,451,451,451,451,451,451,451,451,451,OUT,OUT,OUT,OUT,
0x9f0b785f,613,613,613,613,613,613,613,613,613,613,613,613,613,613,111,111,111,111,111,
0x6f0962ac,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,123,
0x20179b75,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,
0xcce9070a,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,
0x3b193b7b,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,
0x15fffd98,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,
0x18d379f1,661,661,661,661,661,661,661,661,661,661,661,661,661,661,661,661,661,661,661,
0x829889d6,614,614,614,614,614,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x6761457,534,534,534,534,534,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x8cc35b44,456,456,456,456,456,235,235,235,123,123,123,123,123,123,123,123,123,123,123,
0x4f94c42d,456,456,456,531,531,531,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x5deb6d62,666,666,666,666,666,331,331,123,123,123,123,123,111,111,111,111,111,111,111,
0x345d9ef3,555,456,456,132,132,132,132,132,132,132,132,132,132,132,132,OUT,OUT,OUT,OUT,
0x753ce7b0,422,422,422,422,422,422,OUT,OUT,OUT,OUT,111,111,111,111,111,111,111,111,111,
0x5ba67629,555,555,122,122,122,122,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x8a96fdae,456,456,456,456,211,211,211,211,211,211,211,211,211,211,211,211,123,123,123,
0x6629374f,142,142,142,142,142,142,142,111,111,111,111,111,111,111,111,111,111,111,111,
0xe480cedc,444,444,444,444,432,432,432,432,432,432,432,432,432,432,432,432,123,123,123,
0x64074be5,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,
0xa85946ba,135,135,135,135,135,135,135,135,135,135,135,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xcf6bf96b,225,225,225,225,225,225,225,225,225,225,225,123,123,123,123,123,123,123,123,
0x4ab9fcc8,456,652,652,652,652,652,652,652,652,652,652,123,123,123,123,123,123,123,123,
0xc6e5c161,456,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,
0xe2c51486,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,OUT,
0x7fcec147,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,OUT,OUT,OUT,OUT,
0xedd61d74,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,123,123,123,
0xbcdc129d,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,
0xb9cdf312,546,546,546,546,546,546,546,546,546,546,546,546,546,OUT,OUT,OUT,OUT,OUT,OUT,
0x6eac2ae3,111,111,111,111,111,111,111,111,111,111,111,111,111,111,123,123,123,123,123,
0x62f19ce0,555,555,555,555,555,555,555,555,555,555,555,555,555,OUT,OUT,OUT,OUT,OUT,123,
0xf3ec3b99,622,622,622,622,622,622,622,622,622,622,622,622,622,123,123,123,123,123,123,
0xc7142e5e,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,
0xa46c923f,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,
0x3283a70c,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,OUT,
0xde3bf855,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,
0x8bf0d26a,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,
0x9da2135b,325,325,325,325,325,325,325,325,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x934a27f8,511,511,511,511,511,511,511,511,511,123,123,123,123,123,123,123,123,123,123,
0x3090c4d1,456,456,413,413,413,413,413,413,413,413,413,413,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x1441ab36,422,422,422,422,422,422,422,422,422,422,422,422,422,111,111,111,111,111,111,
0xc3e48a37,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,
0xe7f5cba4,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,
0xcc8bdd0d,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,
0xf9f544c2,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,621,
0x986d92d3,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,633,OUT,
0x6b95fe10,213,213,213,213,213,213,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x12a63d09,426,426,426,426,426,426,426,123,123,123,123,123,123,123,123,123,123,123,123,
0x1556eb0e,456,456,456,456,254,254,254,254,254,254,254,254,254,254,OUT,OUT,OUT,OUT,OUT,
0xec74892f,614,614,614,614,614,614,614,614,111,111,111,111,111,111,111,111,111,111,111,
0x38c4eb3c,222,222,222,564,564,564,564,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x57eca0c5,325,325,325,325,325,325,325,325,123,123,123,123,123,123,123,123,123,123,123,
0xe61aaa1a,456,456,456,251,251,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x434a894b,224,224,224,224,123,123,123,123,123,123,123,111,111,111,111,111,111,111,111,
0x97937f28,555,456,456,456,456,456,526,526,526,526,526,526,526,526,123,123,123,123,123,
0xfb7b8441,312,312,312,312,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x81294de6,222,222,222,222,222,222,222,646,646,646,646,646,646,OUT,OUT,OUT,OUT,OUT,OUT,
0x3a366f27,646,646,646,646,646,646,646,646,646,646,646,646,646,646,123,123,123,123,123,
0x3e3565d4,324,324,324,324,324,324,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x57bb237d,241,241,241,241,241,OUT,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x8f2c6272,456,456,456,456,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x9210d6c3,456,456,456,456,456,456,112,111,111,111,111,111,111,111,111,111,111,111,111,
0xf06d0b40,333,333,333,333,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x8b5b7a79,222,222,222,222,222,222,222,145,145,145,145,145,145,145,145,145,145,145,145,
0xa7da33be,451,451,451,451,451,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x36a01c1f,411,411,411,411,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,
0xa9b79b6c,456,456,456,456,456,456,456,253,253,253,253,253,253,253,253,253,123,123,123,
0xd6104535,512,512,512,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0x1601cdca,444,444,444,444,444,444,444,444,444,132,132,132,132,132,132,132,132,132,132,
0x5fb45b3b,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,
0x3e390258,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,624,
0x50cffb1,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,
0xd056fc96,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,
0xa8037017,634,634,634,634,634,634,634,634,634,634,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x1e67ec04,225,225,225,225,225,225,225,225,225,225,225,123,123,123,123,123,123,123,123,
0x2b40e5ed,456,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,123,123,
0x32fe4c22,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,111,111,
0xb5c4f6b3,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,
0xa979c470,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,
0xa152f3e9,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,
0xc5d9086e,641,641,641,641,641,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0xd10e4b0f,124,124,124,124,124,124,123,123,123,123,123,123,123,123,123,123,123,123,123,
0x3a8eb79c,456,456,456,456,456,OUT,OUT,123,123,123,123,123,123,123,123,123,123,123,123,
0x95de5a5,456,456,456,456,123,123,123,111,111,111,111,111,111,111,111,111,111,111,111,
0x1b913d7a,666,666,666,666,666,456,456,153,153,111,111,111,111,111,111,111,111,111,111,
0x83ee892b,222,222,222,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,
0xdc9db188,222,222,222,222,222,222,222,222,222,113,113,113,113,113,113,113,113,113,113,
0xd26c3721,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,
0x9565b746,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,
0x204a8d07,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,
0x51205e34,536,536,536,536,536,536,536,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,
0x77b4245d,345,345,345,345,345,345,345,345,123,123,123,123,123,123,123,123,123,123,123,
0x97b601d2,456,456,456,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,
0xc778f2a3,521,521,521,521,521,521,521,OUT,OUT,OUT,OUT,111,111,111,111,111,111,111,111,
